ticket_id,subject,body,category,urgency,source
SYN-00483,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00484,,How do I add a new team member with editor access? We are on the Business plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00485,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00486,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00487,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00488,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00489,,Completely locked out. Have not been able to log in for 7 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00490,,Our SSO login is broken after we upgraded plans. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00491,,Our SSO login is broken after we upgraded plans. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00492,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00493,,Our SSO login is broken starting yesterday. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00494,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00495,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00496,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00497,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00498,,How do I add a new team member with billing manager access? We are on the Pro plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00499,,Completely locked out. Have not been able to log in for 30 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00500,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00501,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00502,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00503,,Our SSO login is broken starting yesterday. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00504,,Completely locked out. Have not been able to log in for 14 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00505,,How do I add a new team member with billing manager access? We are on the Enterprise plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00506,,Our SSO login is broken since the last update. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00507,,How do I add a new team member with billing manager access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00508,,How do I add a new team member with billing manager access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00509,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00510,,Completely locked out. Have not been able to log in for 30 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00511,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00512,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00513,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00514,,Our SSO login is broken since the last update. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00515,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00516,,Completely locked out. Have not been able to log in for 3 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00517,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00518,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00519,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00520,,Completely locked out. Have not been able to log in for 3 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00521,,How do I add a new team member with read-only access? We are on the Pro plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00522,,How do I add a new team member with billing manager access? We are on the Enterprise plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00523,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00524,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00525,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00526,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00527,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00528,,Our SSO login is broken starting yesterday. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00529,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00530,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00531,,Completely locked out. Have not been able to log in for 30 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00532,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00533,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00534,,Our SSO login is broken starting yesterday. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00535,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00536,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00537,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00538,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00539,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00540,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00541,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00542,,How do I add a new team member with admin access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00543,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00544,,How do I add a new team member with editor access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00545,,Completely locked out. Have not been able to log in for 14 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00546,,How do I add a new team member with read-only access? We are on the Team plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00547,,Our SSO login is broken after we upgraded plans. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00548,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00549,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00550,,How do I add a new team member with billing manager access? We are on the Business plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00551,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00552,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00553,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00554,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00555,,How do I add a new team member with read-only access? We are on the Team plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00556,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00557,,Completely locked out. Have not been able to log in for 14 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00558,,How do I add a new team member with admin access? We are on the Pro plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00559,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00560,,Our SSO login is broken after we upgraded plans. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00561,,How do I add a new team member with read-only access? We are on the Business plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00562,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00563,,Our SSO login is broken starting yesterday. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00564,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00565,,How do I add a new team member with editor access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00566,,Our SSO login is broken since the last update. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00567,,Our SSO login is broken since the last update. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00568,,How do I add a new team member with admin access? We are on the Starter plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00569,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00570,,How do I add a new team member with editor access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00571,,Completely locked out. Have not been able to log in for 7 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00572,,How do I add a new team member with billing manager access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00573,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00574,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00575,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00576,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00577,,How do I add a new team member with read-only access? We are on the Team plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00578,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00579,,How do I add a new team member with read-only access? We are on the Starter plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00580,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00581,,Completely locked out. Have not been able to log in for 14 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00582,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00583,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00584,,Our SSO login is broken after we upgraded plans. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00585,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00586,,How do I add a new team member with billing manager access? We are on the Pro plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00587,,Completely locked out. Have not been able to log in for 7 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00588,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00589,,Completely locked out. Have not been able to log in for 14 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00590,,How do I add a new team member with read-only access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00591,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00592,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00593,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00594,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00595,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00596,,Completely locked out. Have not been able to log in for 30 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00597,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00598,,How do I add a new team member with editor access? We are on the Team plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00599,,Our SSO login is broken since the last update. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00600,,Our SSO login is broken after we upgraded plans. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00601,,Search results take 30 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00602,,The analytics page takes 10 seconds to load since the last update. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00603,,Search results take 30 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00604,,The dashboard page takes 15 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00605,,Exports keep timing out. Any projects report with more than 10000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00606,,Search results take 45 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00607,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00608,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00609,,Exports keep timing out. Any projects report with more than 500 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00610,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00611,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00612,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00613,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00614,,Search results take 15 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00615,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00616,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00617,,Exports keep timing out. Any transactions report with more than 500 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00618,,Search results take 45 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00619,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00620,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00621,,Search results take 15 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00622,,The settings page takes 10 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00623,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00624,,The dashboard page takes 20 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00625,,Exports keep timing out. Any invoices report with more than 1000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00626,,The billing page takes 15 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00627,,Exports keep timing out. Any reports report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00628,,Exports keep timing out. Any invoices report with more than 500 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00629,,Search results take 15 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00630,,Exports keep timing out. Any invoices report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00631,,Exports keep timing out. Any contacts report with more than 500 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00632,,Exports keep timing out. Any contacts report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00633,,Exports keep timing out. Any invoices report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00634,,The analytics page takes 20 seconds to load since the last update. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00635,,Exports keep timing out. Any records report with more than 10000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00636,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00637,,The dashboard page takes 30 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00638,,Search results take 45 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00639,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00640,,The settings page takes 45 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00641,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00642,,The billing page takes 20 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00643,,The dashboard page takes 30 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00644,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00645,,The settings page takes 30 seconds to load since the last update. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00646,,The reports page takes 45 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00647,,The analytics page takes 20 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00648,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00649,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00650,,Search results take 30 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00651,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00652,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00653,,Search results take 30 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00654,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00655,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00656,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00657,,The dashboard page takes 45 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00658,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00659,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00660,,Exports keep timing out. Any projects report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00661,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00662,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00663,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00664,,The reports page takes 30 seconds to load for the past week. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00665,,Search results take 20 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00666,,Exports keep timing out. Any records report with more than 10000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00667,,The dashboard page takes 10 seconds to load since the last update. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00668,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00669,,The reports page takes 15 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00670,,The billing page takes 45 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00671,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00672,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00673,,Search results take 30 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00674,,The reports page takes 45 seconds to load for the past week. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00675,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00676,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00677,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00678,,Exports keep timing out. Any reports report with more than 10000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00679,,Exports keep timing out. Any contacts report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00680,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00681,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00682,,Search results take 45 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00683,,Exports keep timing out. Any projects report with more than 500 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00684,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00685,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00686,,Exports keep timing out. Any transactions report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00687,,Search results take 20 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00688,,The analytics page takes 15 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00689,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00690,,The analytics page takes 10 seconds to load since the last update. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00691,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00692,,Exports keep timing out. Any projects report with more than 10000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00693,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00694,,Search results take 15 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00695,,Search results take 20 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00696,,Search results take 45 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00697,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00698,,The dashboard page takes 15 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00699,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00700,,The dashboard page takes 20 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00701,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00702,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00703,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00704,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00705,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00706,,Search results take 15 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00707,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00708,,The reports page takes 30 seconds to load since the last update. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00709,,Search results take 45 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00710,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00711,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00712,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00713,,Exports keep timing out. Any projects report with more than 500 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00714,,The analytics page takes 20 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00715,,Exports keep timing out. Any transactions report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00716,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00717,,The settings page takes 30 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00718,,Exports keep timing out. Any projects report with more than 1000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00719,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00720,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00721,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00722,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00723,,The settings page takes 10 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00724,,The reports page takes 45 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00725,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00726,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00727,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00728,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00729,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00730,,The reports page takes 15 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00731,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00732,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic
SYN-00733,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00734,,The analytics page takes 30 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00735,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00736,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00737,,The settings page takes 20 seconds to load for the past week. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00738,,Exports keep timing out. Any transactions report with more than 1000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00739,,The billing page takes 10 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic
